"569378665093595137","YIPEEEEEE IT RUNS FOR 4 #INDvsSA","EN"
"569449959130570753","Yipeeeeeeeee. We won We won. *penguin jump* *dancing* Yeahhhhhh. #IndvsSA #BleedBlue #CWC15","EN"
"571569608026677248","@timesofindia @milinddeora #SuperBudget tweeting from the standard script!!!","EN"
"569364278530211840","MCG IS BLEEDING BLUE......YESS..... #INDvsSA","EN"
"569604049634521090","RT @TTMobile_za: TT SOUTH AFRICA 23:04
1.#Rockville3
2.#IndvsSA
3.#SAvsIND
4.Sipho
5.#BootCampMzansi
6.#OurPerfectWedding
7.Whitney
8.Trevo…","EN"
"569360907693731840","Ohhhh tht ws close #IndvsSA","EN"
"569446261021024256","Making the impossible possible! #TheMSDWay #IndvsSA #CWC15","EN"
"711995105809334273","@OfficialAkshay Wish You Good Luck Bro","EN"
"569394460276219904","Great comeback from the Proteas! We were staring down 330-340 here. #IndvsSA #CWC15","EN"
"570999954543489026","RAILWAY IS AN ENGINE THAT NEEDS EXTRA ENERGY. #RailBudget2015 http://t.co/4CA7GntriR","EN"
"663241839168913408","@NabeelFaryal Doesnt even remember Zoyas Twitter Handle.. Tagged someone else 😂😂😂 @Muzammalafzal @zoyaanwer 
@AnwerNaqvi Please acknowledge","EN"
"569450024431693824","#IndvsSA we're still taking the #CWC15 though.","EN"
"569393920024539136","need atleast 30 from the last 3 overs #IndvsSA #CWC15 #WorldCup2015 #ProteaFire","EN"
"565492830966382593","#AAPStorm:::DO CENTRAL GOVT. MINISTERS FUND.. STATE GOVT.s AGENDA..  FROM THEIR FATHER'S MONEY..??? http://t.co/sa0nxsuNce","EN"
"569411248934137857","SAP sponsors the world cup because Germany loves cricket obviously. #IndvsSA","EN"
"569820073499734016","TT SINGAPORE 19:24
1.#Oscars2015
2.#SGBudget2015
3.#askjianhao
4.Whiplash
5.#IndvsSA
6.Eddie Redmayne
7.Lady Gaga
8.Julie Andrews","EN"
"569396955979206656","HOW DOES THIS SHIT HAPPEN SO REGULARLY?! #IndvsSA","EN"
"569366693711097857","@beingsalmaniac1 HAHK Biggest Blocbuster EVER #IndvsSA","EN"
"569337873331146752","Fucking cable won't work. #IndvsSA  #cwc15","EN"
"566996475251793920","TT CANADA 12:24
1.#Flag50
2.Franson
3.Jokinen
4.#IndvsPak
5.Nashville
6.#ImGayItsPrettyUnfortunate
7.#Leafs
8.#TMLtalk
9.Valentine's Day","EN"
"618507029100015616","@garychou yummm iced doughnut holes?","EN"
"569347483840565248","LET'S GO, SOUTH AFRICA!! @nathan_lubbe #IndvsSA #ICCWorldCup2015","EN"
"569529830594756608","SO PROUD RIGHT NOW!! #IndvsSA","EN"
