"car","122","167026","6","19597","1.0649068303240243","0.44656191016681124","0.4868312913775027"
"film","1387","165761","103","19500","1.0400445540125753","0.6585539400043892","2.5987842551912856"
"press","133","167015","3","19600","1.092633430534968","0.21014678125496997","1.0577801815608878"
"sir","1585","165563","428","19175","0.879725626607942","2.025537977030848","91.59833953411884"
"logo","39","167109","90","19513","0.3377821131641587","6.646502848994399","66.04099263430058"
"road","165","166983","3","19600","1.0973278813643341","0.17011882292069","1.450879172803583"
"cup","1025","166123","98","19505","1.0197785216597228","0.8313553875233719","0.4214502684995067"
"paper","110","167038","9","19594","1.0327791824605497","0.72050325001704","0.11513433828673737"
"girl","335","166813","10","19593","1.0848943902184405","0.27613490097271415","2.338714137578888"
"joke","155","166993","17","19586","1.0068505296239343","0.9415879036075399","0.007281818362244934"
"lunch","58","167090","19","19584","0.8415870032281835","2.3507328258131706","1.746062761899119"
"well","2548","164600","43","19560","1.0987370319365222","0.15810348343999284","86.63756234755796"
"season","124","167024","5","19598","1.0739738982655302","0.36925015827746666","0.6378843646513598"
"thing","770","166378","8","19595","1.1057905642540333","0.09796045330137419","10.237476117230734"
"degree","135","167013","22","19581","0.9607178671817447","1.334945158205669","0.2187272730865634"
"luck","633","166515","24","19579","1.0764654417767516","0.3480056286231466","3.897584534445159"
"madam","15","167133","18","19585","0.5078542260859727","5.196356772850167","7.241752020395555"
"cool","303","166845","7","19596","1.0920504100287403","0.21511799543519508","2.46268579473165"
"university","93","167055","4","19599","1.0712059243009282","0.3928517147859233","0.4430012502105779"
"mood","129","167019","41","19562","0.847817819783524","2.2976048083876717","3.647674313364138"
"way","2299","164849","10","19593","1.1124404957547134","0.0412587877157152","101.78867330392275"
"son","176","166972","6","19597","1.0804459139587288","0.3140655192381969","1.0721991602725214"
"train","653","166495","9","19594","1.1020896996904963","0.1295164452447549","7.519386311347064"
"court","105","167043","4","19599","1.0762782222555938","0.3496019847177482","0.5720617318816036"
"miss","663","166485","68","19535","1.013346339492476","0.8862003798659199","0.12090137433274566"
"love","2393","164755","167","19436","1.0443942807235205","0.6214653249821456","7.467588601111185"
"movie","6260","160888","325","19278","1.0621364315347028","0.4701841423168653","191.221666500652"
"waste","217","166931","16","19587","1.040556255508341","0.654190838355958","0.34791930027387646"
"blue","440","166708","13","19590","1.0852160945943083","0.2733918390425217","3.185061889682798"
"airport","44","167104","1","19602","1.0924508685582703","0.21170342407908088","0.345200063023028"
"bat","770","166378","55","19548","1.0427940108965308","0.6351102722372426","1.4726005873221824"
"face","593","166555","10","19593","1.098750619157148","0.15798762990976184","6.173473742329408"
"light","119","167029","15","19588","0.9922107193231916","1.0664165018908924","0.007321631491246459"
"man","1633","165515","52","19551","1.082799461505321","0.2939976334391983","19.44127242769704"
"fan","522","166626","30","19573","1.0565575964440783","0.5177529393238391","1.6834533616001495"
"guy","461","166687","18","19585","1.0752938540634522","0.35799535178299685","2.613300551949163"
"week","427","166721","24","19579","1.057823192871758","0.506961636375626","1.4151011298422038"
"photo","86","167062","13","19590","0.9705658542976369","1.250974778649114","0.07714114288783541"
"sun","63","167085","32","19571","0.7409325866896403","3.208978217619752","5.872827188318098"
"test","242","166906","15","19588","1.052068443455922","0.5560303939820217","0.6355181563760242"
"star","364","166784","33","19570","1.0244072147346273","0.7918881228146979","0.21633174505955446"
"king","65","167083","3","19600","1.0679875636807958","0.42029356250993993","0.2824431298239725"
"month","214","166934","9","19594","1.0721873078084125","0.38448379709429487","1.0617050456658992"
"rest","334","166814","2","19601","1.1106288253808714","0.05670627430689666","3.9453199777423094"
"air","162","166986","4","19599","1.0903569046809682","0.22955792972430453","1.2333870624149292"
"bank","99","167049","6","19597","1.0534347661097607","0.5443802333462079","0.26996631392079234"
"bollywood","218","166930","6","19597","1.0873521733519311","0.255178234381035","1.5694248101911565"
"boy","236","166912","4","19599","1.0986579757659878","0.15877756805931065","2.161710810447346"
"budget","1523","165625","35","19568","1.092179955021605","0.21401341009278071","22.770027382276822"
"bus","49","167099","30","19573","0.6929960198995933","3.617716740591888","6.848592824273236"
"card","77","167071","1","19602","1.1029552038328692","0.12213659081485435","0.7445835742242527"
"channel","206","166942","24","19579","1.000693631574621","0.994085643501771","0.00010008446856512348"
"check","355","166793","23","19580","1.0492966946379492","0.579664137359388","0.8480862089714797"
"college","65","167083","5","19598","1.037473633289916","0.6804752916827599","0.08828684262307367"
"company","101","167047","1","19602","1.1063255787872859","0.09339856944665331","1.0418539080979807"
"cricket","1656","165492","110","19493","1.0476865891712435","0.593392949712033","4.938606638405455"
"crore","389","166759","14","19589","1.0784656245269864","0.3309507622079924","2.352655185571585"
"form","586","166562","25","19578","1.0715641051882754","0.3897976302601734","3.0986529750147076"
"internet","386","166762","2","19601","1.1115201257531138","0.04910646434824041","4.726737265804168"
"match","5107","162041","804","18799","0.9653096551795532","1.2957925703233202","19.438557584080378"
"media","920","166228","47","19556","1.0629751329865655","0.463032825157452","4.107655368195311"
"mobile","139","167009","10","19593","1.0422941096449025","0.6393727572858147","0.24056430149466984"
"party","1243","165905","117","19486","1.0211604166578685","0.8195724468943829","0.5977101278074146"
"performance","1634","165514","43","19560","1.088631110276598","0.2442731816297087","23.443015340667625"
"petrol","24","167124","25","19578","0.547238839537538","4.860537797734","9.19125890937516"
"phone","150","166998","21","19582","0.980069559113281","1.169939975173868","0.0612990184808307"
"play","1154","165994","7","19596","1.1105429019699118","0.05743891350982814","21.975660076567763"
"playlist","97","167051","4","19599","1.0730306123440256","0.3772932310320253","0.4854330206239564"
"police","140","167008","15","19588","1.0091554944159975","0.9219342661508361","0.011712086422418196"
"poster","179","166969","15","19588","1.0308917228487429","0.7365969652236062","0.16741335519756326"
"rail","501","166647","9","19594","1.0975626039058024","0.16811742500397597","4.887085306532137"
"railway","471","166677","8","19595","1.098619100355501","0.1591090452368875","4.642242995917676"
"report","179","166969","4","19599","1.0928578919817273","0.20823287614335825","1.440793897428797"
"school","186","166962","13","19590","1.0442912025848246","0.6223442366143834","0.3536911534556016"
"score","1422","165726","44","19559","1.0837456759122492","0.2859295905024421","15.53616635285352"
"seat","237","166911","47","19556","0.9323774418353036","1.5765941617156902","1.1949985704864192"
"selfie","459","166689","31","19572","1.0465942806155415","0.6027066869190159","0.9938301932785651"
"service","256","166892","2","19601","1.1086182175644181","0.07385003165549332","2.844040290317047"
"share","381","166767","8","19595","1.0943018311189265","0.19592090660274838","3.321918440109262"
"shot","623","166525","41","19562","1.0482906660744493","0.5882421949185304","1.4865068336186702"
"station","115","167033","2","19601","1.0981805059807788","0.16284878775313913","1.0202686374443604"
"suit","131","167017","40","19563","0.855927414958932","2.2284570955692726","3.28054706990159"
"superstar","65","167083","15","19588","0.9077894291286764","1.7862476406672447","0.6124002723569272"
"team","3881","163267","326","19277","1.0307014388322446","0.7382194512099159","6.721999026931801"
"teaser","82","167066","3","19600","1.0778459104224647","0.33623485000795195","0.46364485842474124"
"theatre","93","167055","6","19597","1.049565400577677","0.5773729747611296","0.21888489386897264"
"trailer","727","166421","99","19504","0.9833680983073909","1.141814472484631","0.2138352118753716"
"video","668","166480","29","19574","1.0707927842983438","0.39637441667604095","3.5385260446855877"
"voice","527","166621","15","19588","1.086358283623758","0.2636527882903682","4.032436266857066"
"wicket","1727","165421","164","19439","1.0203814630306953","0.8262143150204213","0.8075117015074433"
"room","195","166953","28","19575","0.976993107582432","1.1961718131822507","0.10683818901760206"
"teacher","68","167080","1","19602","1.1010868438037904","0.1380674504863571","0.6343126102075144"
"money","693","166455","1","19602","1.1156693848568793","0.013727167267375561","10.77161179853884"
"house","275","166873","5","19598","1.0973278813643341","0.17011882292068997","2.476495589524298"
"day","2309","164839","112","19491","1.0655918619048017","0.44072088284120925","20.09945961736182"
"scene","201","166947","24","19579","0.9981028390009652","1.0161764355795881","0.0007322787479685592"
"interview","237","166911","15","19588","1.0507745773064532","0.5670627430689666","0.5920703950712891"
"book","285","166863","14","19589","1.064965216574933","0.4460640708020768","1.1623479005641335"
"class","651","166497","30","19573","1.0680599450812485","0.4196763913461955","3.1602468323630153"
"word","409","166739","4","19599","1.1064581903926352","0.09226783616037422","4.600201280386194"
"gift","267","166881","14","19589","1.0616141366651262","0.4746375699993628","0.9787660859834016"
"decision","192","166956","9","19594","1.0672518661627608","0.42656660075635694","0.8272174961443483"
"god","393","166755","30","19573","1.038039630907641","0.6756492257843006","0.564250910503002"
"blood","227","166921","2","19601","1.1075213995953486","0.08320221907038113","2.453120280334803"
"group","210","166938","3","19600","1.1015429692568988","0.13417822652899491","2.0224606573201944"
"date","170","166978","6","19597","1.0791902304326924","0.3247722983031354","1.00365201918126"
"need","2173","164975","18","19585","1.108100371166865","0.0782655287558446","78.3915666410237"
"hero","336","166812","46","19557","0.9827378113161023","1.1471887116327157","0.10384301881758443"
"number","352","166796","18","19585","1.0629251694080468","0.46345884730825815","1.3625597070719002"
"life","1233","165915","49","19554","1.074575174478011","0.3641232840049714","9.157565222926987"
"wife","197","166951","4","19599","1.0950448835107494","0.1895851558917142","1.6643382133715667"
"traffic","95","167053","2","19601","1.0942426108450343","0.19642585739296164","0.7771405965276649"
"power","846","166302","15","19588","1.0978145012673781","0.16596958333725853","9.811198297520344"
"song","819","166329","117","19486","0.9776193852154976","1.1908317604448297","0.445208002178398"
"music","423","166725","50","19553","0.999173663415658","1.0070458862112726","0.00029533749092649147"
"uncle","25","167123","10","19593","0.7980566409922429","2.7219011667310395","1.2821637545966518"
"office","340","166808","17","19586","1.0640755213229904","0.4536501944551733","1.361399966458351"
