"565841803404800003","@sambitswaraj  ji  Aajkal aapke Bol Bachchan TV channels par sunai nahi de rahe kya baat h? 
#AAPSweep  #AAPStorm","CMH"
"567011713384337408","Kal office mein bade bade log....badi badi bakchodi karenge #IndvsPak match par.","CMH"
"569926689985179651","Cong leaders...behti hawa sa tha woh...kaha gaya ussey dundo #WhereIsRahul","CMH"
"565940879790055424","World Cup Jeeto Na Jeeto #India Se Zaror Jeetna #IndvsPak","CMH"
"571560970218295298","Indian bowlers ka dheela hai kya?
Aise out karenge toh UAE wale run kaise bnayenge. #INDvsUAE","CMH"
"694403000303882240","@dev12jan bhai isme koi nai baat nhi hai ...sab ke sab chtiye bhare hai AAP mein","CMH"
"565184502222159873","#DelhiDecides #Modi ji ki 9 mahine ki uplabhi sirf JAN DHAN YOJANA hain Delhi me to BJP ka khata khula nahi ab JANDHAN me hi khata khulwa le","CMH"
"569384748969127936","Ajinkya Rahane has a bit if Dravid and Sachin😉 #IndvsSA","CMH"
"569573796732014592","Bhaiya UAE tumse to bilkul na hoga !! #maukamauka #indvsuae @ankitgupta871","CMH"
"713985108341075968","@rranjan501 @ThinkersPad @NavbharatTimes arre Rawat sahab agar bjp aisa kar rahi hai to kisne sikhaya hai yeh? Congress ka formula hai.","CMH"
"566650472610537472","Kuch logo ko toh iss baat ki tension hai ki #IndvsPak ke match ke baad tweet kya karenge!","CMH"
"568615819380264960","@Gurmeetramrahim @derasachasauda #BlockBusterMSG good morning father. MSG ki dhoom dikhai de rahi h. bless us","CMH"
"565220335440519168","Congmen's happiness has confused me. AAP ke jeet ki khushi hai ya BJP ki haar ka? Kuch toh gadbad hai.#AAPSweep #DelhiDecides","CMH"
"571527083567915008","@siyakuchu👼Cute Siya Ji 12:00 PM Start Hoga #INDvsUAE Ji⚾","CMH"
"571219015072292865","RT @jsingh341: RT InsaRohtash: RT jsingh341: RT sachkiseva: RT gauravinsan: NEW HASHTAG , INFORM EVERYONE 
#MSGYouthIcon
#MSGYouthIcon
#MSG…","CMH"
"566891688950366210","Third umpire pakistani h kya?

#IndvsPak #PakvsInd #IndWins #CWC15 #जयहिन्द #Febthe15th","CMH"
"571566851106291712","India ka jeetna mushkil lag rha hai :( #IndvsUAE","CMH"
"566960916688678912","Ei gola ki Bating hi lol ho chukii hai.Ei ka har shot hi wrang hai.Ei ka har player ka batriya hi lol ho chuka hai #IndvsPak","CMH"
"717702631158902784","@Gurmeetramrahim #MSG2In505crOn200thDay Ek Hi Noor Se Hukam Hajoor Se 🙏 Sari Sarishti Saji Bai Pandit Kaji🙏 Ek Hi Jath Hai🙏 ThankYouPitaji🙏🌹","CMH"
"570256731063734273","Ye Anna aur @ArvindKejriwal ko Kuch Karna Dharna hai ya Sirf Dharna Karna hai #LandAcquisitionBill","CMH"
"568066503532154880","Jin jin ko movie pasand aai RT this and follow me #BlockBusterMSG http://t.co/X3uQ7W3wUm","CMH"
"566812684419481600","Shout it loud. KOHLI , KOHLI #IndvsPak  #cwc15","CMH"
"565022256691044352","Main se Meena se na saaki se , Dil behalta hai mera #AAP ke aajane se #DelhiDecides","CMH"
"564983771980500993","@AamAadmiParty @ArvindKejriwal 

Na #RaamZado ki, Na #HaraamZaado ki.
Sarkaar banegi to sirf #AamZaado ki.

#DelhiDecides","CMH"
"565033462831120384","Arvind Ke Nanaji shri Anna hazare saying ye Modi Ki Haar Hai...Jisne aapko umpire banaya uski jeet aapki bhi haar hai.

 #DelhiDecides","CMH"
"569366319616757760","""Sabko barabar workload mila hai"" like a very good manager :P #IndvsSA #HindiCommentary","CMH"
"563666606933282817","RT @NewsMobileIndia: Delhi ke vikaas ka cheerharan karne wale, Mahabharat ka example na hi de toh behtar hoga : Sambit Patra on Arvind Kejr…","CMH"
"569465902141288449","RT @naalaYUCK: Will be disappointed if Modiji doesn't shout ""Jeet Gaye benchod"" in today's Mann Ki Baat. #IndVsSA","CMH"
"566903954273873920","#IndvsPak match k peechhe to ese pagal ho rahe he log jese Kashmir hi daav pe laga hua ho match me.","CMH"
"571561430010363904","@jhunjhunwala Yeh stadium itna khaali kyun hai aaj??
#INDvsUAE","CMH"
"707048293142892546","Bhai sab log sath mil kr ek hi  patthar maro #jnu  delhi se gayab https://t.co/Rpy9soopQ4","CMH"
"565020365265461249","JARNAIL SINGH AAP TILAK NAGAR assembly leading 16429 vote margin #AAPSweep @AamAadmiParty #DelhiResults #KiskiDilli http://t.co/Ibm3P26o1r","CMH"
"565049142641053696","RT @the_akayush: PTI says Kiran Bedi lost the election ... wow ... yahhoooo :D
#5SaalKejriwal #AAPKiDilli #AAPSweep","CMH"
"567259459668299776","Pakistani player:""Pata hai,maine apne ek bande ko bol kar apne hi ghar mein do-chaar patthar phikwa diye!Ab doosre nahi maarenge!"" #IndvsPak","CMH"
"565184958889611264","waiting for Kiran Bedi to get inspired by @ArvindKejriwal now...#AAPSweep #DelhiDecides #KiskiDilli","CMH"
"707817562264961024","@drgarekar @sanj9 I guarantee ki mishap hua to uske piche je #jnu nd #muslim log honge","CMH"
"707474710746034181","Delhi me chutiya ko hero banaya to nateeja apne samne hai. Bass abhi #kanhaiya ko hero mat banao media walo. #Presstitutes
#JNURow 
@ZeeNews","CMH"
"567207039219154944","World cup khatam nahi hua kya
#IndvsPak toh ho gaya","CMH"
"707848991078154240","idiot hai Yeh banda #kanhaiya #dramebazz #JNU. https://t.co/rIMSXMYfMM","CMH"
"566791099126001664","Poora India jaag raha hai...
India ke jeetne ki Dua kar raha hai...
Let the #IndvsPak encounter begin!
#CelkonCheers4India @CelkonMobile","CMH"
"565105381211242497","@ArvindKejriwal 's historic victory reminds me of a piece by Harivanshrai Bachchan, ""Koshish Karne wale ki kabhi haar nahi hoti"" #AAPSweep","CMH"
"566938588105814016","Pataakhe To Nhi, Par TV Phod Ke Hi Kaam Chala Lo, Pakistani's.😂😂 #IndvsPak #PakvsInd #IndWins #CWC15 #जयहिन्द #WeWillBringItBack","CMH"
"726711183139545088","@AwaraRish no fun without my bff, jabse woh gayi hai tabse pee hi nahi meine","CMH"
"728100685858754562","@tweetfromRaghu tum to samajhdar ho...band karo be ye chutiyaap","CMH"
"567984551235973121","@Gurmeetramrahim #BlockBusterMSG Mai tujhe bhul jau NEVER EVER.Tere bina sans chale NEVER EVER @MSGTheFilm #MustWatchMSG .","CMH"
"569006939050418177","@rameshchahal #MSG100CroreClub #BlockBusterMSG  abhi to surat a picture to abhe baki a","CMH"
"566627052887871489","Kya Iss baar patakhe Fod paayega Pakistan #IndvsPak #6thClash #ICCWorldCup2015","CMH"
"566924449312546817","Reporter:Mam apko kya lagta hai virat100 mar payenge
Anushka:Wo pahle 69 karenge uske baad wo garam ho jate hai fir marte hai😆 #IndvsPak","CMH"
"727191910788427776","RT @Hii_Niks: Gf: Baby koi nahi dekh raha kiss karo na

Salman fan: No

Gf: Kyu?

SF: Hum bajrangbali ke bhakt hai, chori chupe koi kam ne…","CMH"
"566775612497350656","All the best Team India. 

Ganpati Bappa Morya 

#IndvsPak","CMH"
"566623535817555969","Jwaano!!! izzat rakh lana #IndvsPak","CMH"
"571579535587614720","Jab tak mein #INDvsUAE ka trend set karenge humlog tb tak mein UAE ke 10 wickets na gir jaye :p","CMH"
"571586183152586752","#INDvsUAE  UAE SAPNE ME HI JEET SAKTA HAI","CMH"
"565413931498631170","Sarkar chahe kisi ki bhi ho, kar lo duniya mutthi mein! http://t.co/X7rNZ3fjy7” #AAPStorm #AAPocalypse","CMH"
"549869124982026240","@amirkhan Ban amir khan and his PK movie.","CMH"
"728927663193247744","@quratulain_d 
Hahaha. Youtube pe dekha. Asal main nai hai. 😂","CMH"
"566886851349204992","Dhoni:- Missing Bhuvan And Kachara. :( 
Virat:- Bhuvan to injured hai aur baki bowler to Kachara hai hai.. 
#IndvsPak 
#CWC15","CMH"
"565002412575166465","Delhi mein congress ko bhi votes mile hai....pataa lagao kaun hai woh log jisne unhe votes diye 😀
#KiskiDilli
#DelhiDecides
#NDTVResults","CMH"
"566951428024180736","Kya Shandar Shuruat H Jeet K Sath Or Wo V Pak Pr Dushmn K Chhakke Chhuda De Hum India Wale Badhai Ho @imVkohli #TeamIndia #IndvsPak #CWC15","CMH"
"566646352772612096","HaHa..Kal Toh Ghost Nahi Kuch Aur Hi Aayenga Pakistan Cricketers Ko.. 3:)
#INDvsPAK #CWC2015 http://t.co/EBAyA7OlR9","CMH"
"566931974028148736","Hahaha best status for today
Jeete to Hina Rabbani hamari... Haare to Mayavati tumariiii.. #IndvsPak #IndiaVSPakistan #WC2015","CMH"
"711243566417186819","afridi say- sab goli se dar ni lgta Kohli se lgta h... #IndvsPak","CMH"
"570484900404576258","Tum mujhe Vote do, main tumhe Bhasan dunga. Tum mujhe Land do, main tumhe Jhund dunga. #LandAcquisitionBill","CMH"
"566807444660039681","Ladkon, #India aur #AmitabhBachchan ki laaj rakh lena!  #IndvsPak","CMH"
"564276893466112001","Pani whisky ke bagar nai chadata par whisky pani ke bina Chad jati hai..
#Shamitabh","CMH"
"719511664186535936","@SrBachchan sir..kya aap twitter mein hain ya chale gaye ??","CMH"
"566852659639255040","Pakistanioo  padh  lo  jitna  bhi  kalma...

Thokk  ke  rhe  ga  aaj  Anushka  ka  balma...!! 
:p
#apoorva
#indVSpak","CMH"
